Timestamp,People_Crossing,People_In_Crosswalk_Now,Avg_People_Velocity_Crossing_kmph,People_Waiting,People_In_Waiting_Now,Avg_People_Velocity_Waiting_kmph,Vehicles,Avg_Vehicle_Velocity_kmph,Queued_Vehicles,Label
58:54.9,4,4,93.85401754,4,4,93.85401754,7,87.00259536,0,red
58:55.0,4,4,80.80456514,4,4,80.80456514,7,132.240755,0,red
58:55.1,4,4,92.50577702,4,4,92.50577702,7,110.6671608,0,red
58:55.2,4,4,98.3780337,4,4,98.3780337,8,77.27692359,0,red
58:55.2,4,4,123.7015881,4,4,123.7015881,8,110.1603379,0,red
58:55.3,4,4,168.6075907,4,4,168.6075907,9,93.55341518,0,red
58:55.4,3,3,129.8795254,3,3,129.8795254,9,94.29748466,1,red
58:55.5,3,3,167.5375221,3,3,167.5375221,9,84.42350944,0,red
58:55.5,4,4,133.9493727,4,4,133.9493727,8,88.42121085,0,red
58:55.7,5,5,69.25353564,5,5,69.25353564,8,108.0528543,0,red
58:55.8,5,5,49.62212502,5,5,49.62212502,9,112.3642405,0,red
58:55.9,6,6,75.03760418,6,6,75.03760418,9,101.3304851,2,red
58:56.0,6,6,168.5148841,6,6,168.5148841,9,101.8514346,0,red
58:56.0,8,8,171.9404902,8,8,171.9404902,8,103.4777161,0,red
58:56.1,7,7,190.3596237,7,7,190.3596237,7,116.212762,0,red
58:56.2,7,7,209.3887739,7,7,209.3887739,7,116.4232592,2,red
58:56.3,5,5,320.9440852,5,5,320.9440852,8,134.6561324,0,red
58:56.4,4,4,403.0802429,4,4,403.0802429,9,112.4778968,0,red
58:56.4,5,5,354.1468306,5,5,354.1468306,7,85.95168457,0,red
58:56.5,6,6,270.467603,6,6,270.467603,7,80.92492933,0,red
58:56.6,6,6,79.27933287,6,6,79.27933287,6,93.62517351,0,red
58:56.7,4,4,33.01109391,4,4,33.01109391,3,15.34891478,0,red
58:56.7,4,4,31.28732303,4,4,31.28732303,4,17.06443994,2,red
58:56.8,5,5,38.10813713,5,5,38.10813713,4,35.16173354,1,red
58:56.9,4,4,29.37181418,4,4,29.37181418,4,30.06296226,0,red
58:56.9,5,5,23.68754406,5,5,23.68754406,4,35.87536157,0,red
58:57.0,5,5,19.2230056,5,5,19.2230056,4,69.27516069,0,red
58:57.1,5,5,16.30799631,5,5,16.30799631,3,19.13347376,0,red
58:57.2,5,5,25.83020616,5,5,25.83020616,4,26.50810308,0,red
58:57.2,5,5,34.11094863,5,5,34.11094863,4,19.17658446,1,red
58:57.4,5,5,50.52785459,5,5,50.52785459,3,17.91829287,1,red
58:57.4,5,5,50.95873302,5,5,50.95873302,3,18.02105833,0,red
58:57.5,6,6,49.79127114,6,6,49.79127114,3,26.40784754,1,red
58:57.6,6,6,30.50040477,6,6,30.50040477,3,23.33458076,0,red
58:57.7,6,6,24.69135568,6,6,24.69135568,3,20.22741395,2,red
58:57.8,6,6,20.85792236,6,6,20.85792236,3,21.55931145,1,red
58:57.9,6,6,29.79709533,6,6,29.79709533,2,7.642100435,1,red
58:57.9,6,6,57.01959703,6,6,57.01959703,3,21.96798423,1,red
58:58.0,6,6,161.015883,6,6,161.015883,4,17.4213136,0,red
58:58.1,6,6,78.01669383,6,6,78.01669383,4,33.9557111,0,red
58:58.2,6,6,44.11836908,6,6,44.11836908,3,28.50926001,0,red
58:58.3,6,6,30.24397927,6,6,30.24397927,5,34.59996463,0,red
58:58.4,5,5,32.48025258,5,5,32.48025258,5,37.565328,0,red
58:58.5,5,5,20.36527505,5,5,20.36527505,6,18.39744132,0,red
58:58.6,5,5,39.37171545,5,5,39.37171545,5,24.35149711,0,red
58:58.7,5,5,22.80113759,5,5,22.80113759,5,77.52068734,0,red
58:58.7,5,5,50.77500783,5,5,50.77500783,5,37.56098092,0,red
58:58.8,5,5,41.51575193,5,5,41.51575193,5,47.67302817,0,red
58:58.9,5,5,47.25896314,5,5,47.25896314,5,35.28930497,0,red
58:59.0,4,4,29.80082876,4,4,29.80082876,5,68.29924422,1,red
58:59.0,4,4,45.84311789,4,4,45.84311789,6,83.67717441,0,red
58:59.1,3,3,47.04869419,3,3,47.04869419,7,56.54308888,0,red
58:59.2,3,3,30.51410162,3,3,30.51410162,7,68.44482056,0,red
58:59.2,3,3,18.71634257,3,3,18.71634257,8,45.69404121,0,red
58:59.3,3,3,32.70806995,3,3,32.70806995,9,47.65551048,1,red
58:59.4,3,3,27.18553751,3,3,27.18553751,9,43.11092284,2,red
58:59.5,4,4,39.68221641,4,4,39.68221641,10,35.90374617,0,red
58:59.5,4,4,28.78172904,4,4,28.78172904,10,42.46088256,2,red
58:59.6,4,4,34.9463925,4,4,34.9463925,10,53.35773168,1,red
58:59.7,4,4,47.29143306,4,4,47.29143306,9,39.60018235,0,red
58:59.8,5,5,60.50963758,5,5,60.50963758,8,20.4256224,1,red
58:59.9,5,5,34.06992794,5,5,34.06992794,9,32.2956432,1,red
58:59.9,6,6,44.48378555,6,6,44.48378555,9,31.34354481,2,red
59:00.0,6,6,31.47543253,6,6,31.47543253,11,28.57805805,3,red
59:00.1,7,7,97.96704569,7,7,97.96704569,10,27.10749637,1,red
59:00.2,8,8,43.73644171,8,8,43.73644171,10,31.56876002,0,red
59:00.3,9,9,54.18495927,9,9,54.18495927,10,31.79916751,1,red
59:00.4,8,8,25.3276537,8,8,25.3276537,11,36.01174556,0,red
59:00.5,8,8,23.31726232,8,8,23.31726232,11,40.56273146,1,red
59:00.6,7,7,19.74315328,7,7,19.74315328,11,46.20174095,1,red
59:00.7,7,7,23.38605708,7,7,23.38605708,10,53.83367081,0,red
59:00.8,7,7,15.47866898,7,7,15.47866898,11,61.48100165,0,red
59:00.9,6,6,20.3609435,6,6,20.3609435,12,63.75461391,1,red
59:01.0,7,7,35.60552206,7,7,35.60552206,11,54.11287928,1,red
59:01.1,7,7,42.10991548,7,7,42.10991548,11,41.76674641,0,red
59:01.2,8,8,57.13515277,8,8,57.13515277,10,45.12946784,1,red
59:01.3,8,8,44.8704511,8,8,44.8704511,11,43.88872431,1,red
59:01.4,8,8,45.63704965,8,8,45.63704965,10,63.71694838,1,red
59:01.5,9,9,58.94159105,9,9,58.94159105,10,45.04196452,0,red
59:01.6,9,9,47.58481785,9,9,47.58481785,8,56.32792286,0,red
59:01.7,9,9,58.44941507,9,9,58.44941507,8,61.938404,0,red
59:01.8,8,8,56.67491966,8,8,56.67491966,7,56.5569742,1,red
59:01.9,8,8,62.68353531,8,8,62.68353531,7,59.80415874,1,red
59:02.0,8,8,58.01286796,8,8,58.01286796,7,61.71063488,2,red
59:02.1,8,8,74.26302437,8,8,74.26302437,7,68.66006257,0,red
59:02.2,8,8,74.1709849,8,8,74.1709849,8,57.19985488,1,red
59:02.2,8,8,66.9700759,8,8,66.9700759,7,74.78494644,0,red
59:02.3,6,6,73.12057349,6,6,73.12057349,8,76.45720541,2,red
59:02.4,6,6,72.31638249,6,6,72.31638249,7,77.27801953,1,red
59:02.5,7,7,76.93979882,7,7,76.93979882,8,77.65922601,0,red
59:02.6,8,8,90.02697789,8,8,90.02697789,7,74.49064292,0,red
59:02.6,8,8,94.00726505,8,8,94.00726505,7,84.34973032,0,red
59:02.7,9,9,90.36312907,9,9,90.36312907,7,113.7274152,0,red
59:02.8,8,8,96.83338157,8,8,96.83338157,7,119.0023959,1,red
59:02.9,7,7,115.2897143,7,7,115.2897143,7,126.9752663,0,red
59:03.0,7,7,115.8030964,7,7,115.8030964,7,112.4526882,1,red
59:03.1,7,7,124.9505319,7,7,124.9505319,7,137.9941155,0,red
59:03.1,7,7,155.308954,7,7,155.308954,6,131.275891,0,red
59:03.2,6,6,156.9072009,6,6,156.9072009,6,164.4019282,0,red
59:03.3,6,6,172.5302637,6,6,172.5302637,6,155.7189144,1,red
59:03.4,7,7,151.6689504,7,7,151.6689504,6,118.7188762,1,red
59:03.5,7,7,105.8152145,7,7,105.8152145,6,125.2392609,0,red
59:03.6,7,7,42.36534116,7,7,42.36534116,7,129.2937556,0,red
59:03.6,7,7,49.2640338,7,7,49.2640338,7,70.86202033,0,red
59:03.7,7,7,51.48020734,7,7,51.48020734,6,69.59283235,1,red
59:03.8,7,7,49.27858683,7,7,49.27858683,6,55.35986906,0,red
59:04.0,7,7,55.92484054,7,7,55.92484054,7,71.41192561,1,red
59:04.1,6,6,66.95278845,6,6,66.95278845,7,78.54299208,1,red
59:04.2,7,7,68.43703317,7,7,68.43703317,7,102.0689337,1,red
59:04.3,7,7,65.05647905,7,7,65.05647905,7,84.149111,0,red
59:04.4,7,7,76.58451292,7,7,76.58451292,9,97.12491153,1,red
59:04.5,7,7,64.53633055,7,7,64.53633055,7,104.9232057,1,red
59:04.6,6,6,89.18803284,6,6,89.18803284,7,105.2091961,1,red
59:04.7,8,8,72.93971576,8,8,72.93971576,6,132.5875058,1,red
59:04.8,8,8,93.043088,8,8,93.043088,6,127.9082291,0,red
59:04.9,7,7,104.7428452,7,7,104.7428452,6,132.6936265,0,red
59:05.0,8,8,109.1940088,8,8,109.1940088,7,152.1375335,0,red
59:05.1,8,8,116.3770881,8,8,116.3770881,6,142.6384756,0,red
59:05.2,8,8,152.8352405,8,8,152.8352405,6,150.4202806,0,red
59:05.3,7,7,168.251262,7,7,168.251262,6,167.6513712,0,red
59:05.4,6,6,194.3231966,6,6,194.3231966,6,160.1210503,0,red
59:05.5,6,6,251.4495859,6,6,251.4495859,7,92.89087524,0,red
59:05.6,5,5,166.1992779,5,5,166.1992779,7,58.8813686,0,red
59:05.7,5,5,166.7233332,5,5,166.7233332,8,74.73138703,0,red
59:05.8,6,6,121.8950602,6,6,121.8950602,8,77.739071,1,red
59:05.9,6,6,128.9932629,6,6,128.9932629,8,87.43312913,1,red
59:05.9,8,8,216.7209491,8,8,216.7209491,7,87.31320203,1,red
59:06.0,5,5,140.4554935,5,5,140.4554935,9,158.6566819,0,red
59:06.1,5,5,161.7735295,5,5,161.7735295,9,147.1620894,0,red
59:06.2,6,6,121.9156317,6,6,121.9156317,9,81.28785519,1,red
59:06.3,7,7,115.4006894,7,7,115.4006894,9,73.10825672,2,red
59:06.3,7,7,151.6069427,7,7,151.6069427,9,101.5355701,1,red
59:06.4,7,7,145.9552691,7,7,145.9552691,10,104.4551591,2,red
59:06.5,7,7,152.4029516,7,7,152.4029516,10,137.627531,0,red
59:06.6,6,6,159.0553106,6,6,159.0553106,11,135.3858229,1,red
59:06.7,4,4,154.237086,4,4,154.237086,10,91.36533309,1,red
59:06.8,5,5,132.401448,5,5,132.401448,10,96.88654482,0,red
59:06.9,4,4,106.6848319,4,4,106.6848319,11,105.3978872,1,red
59:06.9,3,3,134.7890134,3,3,134.7890134,9,120.5694141,0,red
59:07.0,4,4,76.43092391,4,4,76.43092391,9,143.0778899,1,red
59:07.1,4,4,177.5950876,4,4,177.5950876,7,113.6757293,0,red
59:07.2,3,3,145.8031909,3,3,145.8031909,6,96.3096256,0,red
59:07.3,3,3,145.276177,3,3,145.276177,6,82.319998,0,red
59:07.3,3,3,85.59641602,3,3,85.59641602,6,90.96622769,0,red
59:07.4,3,3,200.949462,3,3,200.949462,6,72.37139363,0,red
59:07.5,3,3,140.810529,3,3,140.810529,7,92.33591824,0,red
59:07.6,3,3,131.215185,3,3,131.215185,7,82.21294014,1,red
59:07.7,3,3,105.546069,3,3,105.546069,7,117.3250996,0,red
59:07.7,4,4,37.35573675,4,4,37.35573675,7,115.1546006,0,red
59:07.8,3,3,130.6812169,3,3,130.6812169,8,131.7802298,0,red
59:07.9,3,3,98.1084817,3,3,98.1084817,9,134.2011723,1,red
59:08.0,3,3,51.13203883,3,3,51.13203883,8,83.96029348,0,red
59:08.1,4,4,52.3287934,4,4,52.3287934,8,118.2279289,0,red
59:08.2,4,4,92.77025838,4,4,92.77025838,8,97.04565871,0,red
59:08.3,4,4,114.9788147,4,4,114.9788147,8,104.6355235,0,red
59:08.4,4,4,371.9106228,4,4,371.9106228,8,126.2675769,1,red
59:08.5,3,3,220.2534837,3,3,220.2534837,9,152.1016039,1,red
59:08.6,3,3,206.7537279,3,3,206.7537279,9,181.6978157,0,red
59:08.7,4,4,207.1788844,4,4,207.1788844,10,143.9317955,1,red
59:08.8,5,5,239.9281719,5,5,239.9281719,11,144.6647299,0,red
59:08.9,5,5,242.599483,5,5,242.599483,11,181.1256824,0,red
59:09.0,5,5,258.2242538,5,5,258.2242538,12,170.9630914,1,red
59:09.1,5,5,250.0630992,5,5,250.0630992,12,198.8393641,1,red
59:09.2,5,5,313.175195,5,5,313.175195,9,278.0046311,1,red
59:09.3,4,4,382.5304242,4,4,382.5304242,8,251.7598631,0,red
59:09.4,5,5,387.8308339,5,5,387.8308339,8,232.8519277,0,red
59:09.5,5,5,370.7027148,5,5,370.7027148,8,194.5645763,1,red
59:09.6,5,5,299.9458712,5,5,299.9458712,6,278.9023513,0,red
59:09.7,6,6,321.2468232,6,6,321.2468232,6,93.6186697,0,red
59:09.8,6,6,317.2434914,6,6,317.2434914,5,84.39161122,0,red
59:09.9,5,5,213.6755421,5,5,213.6755421,3,176.397698,0,red
59:10.0,5,5,230.4910179,5,5,230.4910179,7,108.3609534,0,red
59:10.1,4,4,77.90142319,4,4,77.90142319,8,150.8666558,0,red
59:10.2,4,4,53.94913141,4,4,53.94913141,8,127.2629726,0,red
59:10.3,4,4,105.4861323,4,4,105.4861323,6,156.3611599,0,red
59:10.4,4,4,79.67010163,4,4,79.67010163,6,131.570704,1,red
59:10.5,4,4,58.55393702,4,4,58.55393702,6,103.6737171,1,red
59:10.6,4,4,85.37041035,4,4,85.37041035,7,87.64895026,0,red
59:10.7,4,4,78.12014151,4,4,78.12014151,6,121.9787725,0,red
59:10.8,4,4,88.70754162,4,4,88.70754162,6,120.0638897,0,red
59:10.9,4,4,80.15902165,4,4,80.15902165,7,134.9475559,0,red
59:11.0,4,4,77.51018598,4,4,77.51018598,7,122.2533069,2,red
59:11.1,4,4,81.99289759,4,4,81.99289759,7,119.2217981,0,red
59:11.2,4,4,105.2251345,4,4,105.2251345,7,122.201396,1,red
59:11.3,4,4,105.1423743,4,4,105.1423743,7,135.8898448,0,red
59:11.4,4,4,89.59363738,4,4,89.59363738,7,146.4051596,1,red
59:11.5,4,4,139.0084979,4,4,139.0084979,7,154.8562177,0,red
59:11.6,4,4,82.58666834,4,4,82.58666834,7,191.6855001,0,red
59:11.7,4,4,98.1358019,4,4,98.1358019,7,178.978028,1,red
59:11.8,4,4,149.4476982,4,4,149.4476982,7,142.7622644,0,red
59:11.9,4,4,125.6893433,4,4,125.6893433,7,140.6997459,0,red
59:11.9,4,4,128.7102019,4,4,128.7102019,7,161.4342708,0,red
59:12.0,4,4,144.2666105,4,4,144.2666105,7,157.0508054,0,red
59:12.1,4,4,158.3442266,4,4,158.3442266,7,159.4183462,0,red
59:12.2,5,5,158.3908848,5,5,158.3908848,6,162.0395782,1,red
59:12.3,5,5,100.2663306,5,5,100.2663306,4,153.6596957,1,red
59:12.4,4,4,25.51260069,4,4,25.51260069,4,153.1610905,0,red
59:12.4,4,4,21.39616898,4,4,21.39616898,5,92.0063831,0,red
59:12.5,4,4,20.21627061,4,4,20.21627061,6,57.98450921,0,red
59:12.6,4,4,25.62876454,4,4,25.62876454,6,85.93405958,0,red
59:12.7,4,4,34.24018019,4,4,34.24018019,6,79.53140323,1,red
59:12.8,3,3,36.33157852,3,3,36.33157852,7,84.29435615,0,red
59:12.9,4,4,28.8237291,4,4,28.8237291,7,143.8287559,0,red
59:12.9,4,4,310.9905187,4,4,310.9905187,6,102.4493567,0,red
59:13.0,4,4,227.5653101,4,4,227.5653101,6,90.26010544,1,red
59:13.1,3,3,61.0448985,3,3,61.0448985,6,328.0487389,1,red
59:13.2,3,3,56.16122395,3,3,56.16122395,6,167.7218223,0,red
59:13.3,5,5,93.8742233,5,5,93.8742233,6,46.33900847,0,red
59:13.4,5,5,47.49127241,5,5,47.49127241,6,47.40800735,0,red
59:13.5,4,4,31.55019535,4,4,31.55019535,7,38.20681334,0,red
59:13.6,4,4,88.7920347,4,4,88.7920347,7,38.41245094,1,red
59:13.7,5,5,41.57811587,5,5,41.57811587,7,40.63020875,0,red
59:13.8,3,3,15.77290768,3,3,15.77290768,7,44.50226818,1,red
59:13.9,3,3,22.2343868,3,3,22.2343868,7,51.91652518,1,red
59:14.0,3,3,12.60702842,3,3,12.60702842,7,47.13503517,2,red
59:14.1,3,3,19.49588225,3,3,19.49588225,6,52.93339416,1,red
59:14.2,3,3,17.43727949,3,3,17.43727949,7,49.32521194,1,red
59:14.3,3,3,26.19313057,3,3,26.19313057,8,69.08696304,1,red
59:14.4,3,3,27.02017951,3,3,27.02017951,7,82.05887673,1,red
59:14.5,3,3,14.88139351,3,3,14.88139351,7,59.403813,1,red
59:14.5,4,4,27.82393556,4,4,27.82393556,6,59.00546417,1,red
59:14.6,4,4,52.58391682,4,4,52.58391682,8,54.70241311,1,red
59:14.7,4,4,125.958401,4,4,125.958401,7,75.79286258,0,red
59:14.8,5,5,89.80259343,5,5,89.80259343,7,89.98974832,0,red
59:14.9,5,5,85.47347952,5,5,85.47347952,8,82.17616743,0,red
59:15.0,4,4,31.93306908,4,4,31.93306908,8,86.57458074,2,red
59:15.1,4,4,26.20204479,4,4,26.20204479,9,94.33036178,0,red
59:15.2,4,4,36.19570516,4,4,36.19570516,9,81.17247883,0,red
59:15.2,4,4,36.32098502,4,4,36.32098502,9,85.56395399,0,red
59:15.3,4,4,23.40351774,4,4,23.40351774,9,88.74261901,0,red
59:15.4,4,4,22.29867327,4,4,22.29867327,9,99.59745233,0,red
59:15.5,4,4,24.24509778,4,4,24.24509778,8,107.6832423,1,red
59:15.6,4,4,25.82573201,4,4,25.82573201,7,140.5980954,1,red
59:15.7,4,4,17.50068295,4,4,17.50068295,7,154.1571117,0,red
59:15.8,5,5,82.21790955,5,5,82.21790955,6,119.6952823,0,red
59:15.9,5,5,83.38332162,5,5,83.38332162,6,95.80334054,0,red
59:15.9,4,4,28.70610615,4,4,28.70610615,5,114.6959128,0,red
59:16.0,3,3,38.46842045,3,3,38.46842045,8,104.0431794,0,red
59:16.1,4,4,48.94970302,4,4,48.94970302,7,75.14481524,0,green
59:16.2,3,3,37.20071376,3,3,37.20071376,9,83.39190519,0,green
59:16.3,3,3,30.9212807,3,3,30.9212807,9,65.69652922,0,green
59:16.4,3,3,21.63666998,3,3,21.63666998,9,69.67505877,0,green
59:16.5,3,3,20.34755177,3,3,20.34755177,9,53.45802532,0,green
59:16.5,3,3,21.92476921,3,3,21.92476921,10,53.80822108,0,green
59:16.6,3,3,12.29587338,3,3,12.29587338,9,51.20711471,0,green
59:16.7,4,4,24.76579646,4,4,24.76579646,10,47.91360872,0,green
59:16.8,4,4,40.08619957,4,4,40.08619957,10,46.40867229,1,green
59:16.9,4,4,55.51650298,4,4,55.51650298,11,48.4935293,1,green
59:17.0,4,4,53.44203402,4,4,53.44203402,11,44.87076242,0,green
59:17.1,4,4,36.13699211,4,4,36.13699211,10,45.35506696,2,green
59:17.2,4,4,63.6809754,4,4,63.6809754,10,55.02428913,0,green
59:17.3,4,4,63.77719981,4,4,63.77719981,10,46.71056027,3,green
59:17.4,4,4,61.42713703,4,4,61.42713703,10,54.02963855,0,green
59:17.5,4,4,84.66522838,4,4,84.66522838,10,51.71016515,1,green
59:17.5,5,5,71.54667467,5,5,71.54667467,9,56.38410588,0,green
59:17.6,5,5,71.00703185,5,5,71.00703185,10,52.96855181,1,green
59:17.7,4,4,71.91420194,4,4,71.91420194,10,48.66419905,3,green
59:17.8,4,4,69.46086209,4,4,69.46086209,10,41.25107629,2,green
59:17.9,5,5,61.31670728,5,5,61.31670728,10,49.09238275,3,green
59:18.0,5,5,69.86819421,5,5,69.86819421,11,59.90174336,1,green
59:18.1,6,6,79.58643423,6,6,79.58643423,10,69.09194445,3,green
59:18.2,6,6,46.64578156,6,6,46.64578156,9,47.90014306,2,green
59:18.2,6,6,60.40653429,6,6,60.40653429,9,53.15876468,2,green
59:18.3,6,6,59.72396789,6,6,59.72396789,10,58.90003143,3,green
59:18.4,6,6,55.94367432,6,6,55.94367432,10,65.18579102,2,green
59:18.5,6,6,79.03451359,6,6,79.03451359,10,74.2342226,0,green
59:18.5,6,6,68.4349901,6,6,68.4349901,10,72.39594462,2,green
59:18.6,7,7,83.92774633,7,7,83.92774633,9,83.09798643,2,green
59:18.7,6,6,74.85818777,6,6,74.85818777,8,107.7388368,1,green
59:18.8,6,6,87.22655662,6,6,87.22655662,10,69.90824719,1,green
59:18.9,6,6,96.81680884,6,6,96.81680884,8,87.47780138,2,green
59:19.0,6,6,97.72696312,6,6,97.72696312,8,94.63853774,2,green
59:19.1,5,5,149.4464407,5,5,149.4464407,7,100.2313519,4,green
59:19.2,5,5,131.0637769,5,5,131.0637769,6,133.3484567,0,green
59:19.3,5,5,140.9577318,5,5,140.9577318,6,155.9256933,0,green
59:19.4,6,6,145.7596536,6,6,145.7596536,5,161.2734351,0,green
59:19.5,6,6,140.6817898,6,6,140.6817898,5,124.1189349,0,green
59:19.6,7,7,94.75669987,7,7,94.75669987,6,102.4163899,0,green
59:19.7,6,6,8.949372674,6,6,8.949372674,6,23.72870921,1,green
59:19.8,6,6,15.46960424,6,6,15.46960424,7,21.32907202,1,green
59:19.9,6,6,11.97830137,6,6,11.97830137,7,17.80428606,2,green
59:20.0,6,6,21.30327128,6,6,21.30327128,7,22.71877745,1,green
59:20.1,6,6,15.85151202,6,6,15.85151202,7,42.82171699,0,green
59:20.2,6,6,14.19551275,6,6,14.19551275,7,21.5151971,1,green
59:20.3,5,5,23.01827068,5,5,23.01827068,7,38.66761357,0,green
59:20.4,5,5,12.03132337,5,5,12.03132337,8,36.54343094,1,green
59:20.5,5,5,13.898466,5,5,13.898466,8,27.58619321,1,green
59:20.6,5,5,25.73794698,5,5,25.73794698,8,45.09966059,0,green
59:20.7,5,5,28.35937654,5,5,28.35937654,7,37.18943754,0,green
59:20.8,5,5,35.61920233,5,5,35.61920233,7,35.00852835,0,green
59:20.8,5,5,25.71574854,5,5,25.71574854,8,39.49907305,1,green
59:20.9,5,5,18.27613503,5,5,18.27613503,8,32.13566314,0,green
59:21.0,5,5,14.81322864,5,5,14.81322864,9,36.21047243,0,green
59:21.1,5,5,17.15496721,5,5,17.15496721,9,45.08751163,0,green
59:21.2,5,5,16.96524267,5,5,16.96524267,9,49.11061039,0,green
59:21.3,4,4,15.7821501,4,4,15.7821501,8,33.28652488,2,green
59:21.4,5,5,20.63483809,5,5,20.63483809,8,56.28754556,1,green
59:21.4,5,5,22.9186012,5,5,22.9186012,7,40.82753672,0,green
59:21.5,4,4,19.22520618,4,4,19.22520618,7,43.25044197,1,green
59:21.6,4,4,10.76432469,4,4,10.76432469,7,77.99253285,1,green
59:21.7,4,4,20.39492631,4,4,20.39492631,6,60.79384648,0,green
59:21.7,4,4,23.65804368,4,4,23.65804368,5,73.18260215,0,green
59:21.8,4,4,10.58198066,4,4,10.58198066,6,47.04439568,1,green
59:21.9,4,4,16.52466858,4,4,16.52466858,6,48.30792956,0,green
59:22.0,4,4,14.09379028,4,4,14.09379028,6,62.66926817,0,green
59:22.1,4,4,15.87685972,4,4,15.87685972,6,72.19765393,0,green
59:22.1,4,4,10.10497276,4,4,10.10497276,6,118.4851374,0,green
59:22.2,5,5,30.58838674,5,5,30.58838674,5,85.90210926,1,green
59:22.3,4,4,15.12757976,4,4,15.12757976,5,109.6382608,0,green
59:22.4,4,4,13.60229457,4,4,13.60229457,5,111.0503808,0,green
59:22.5,4,4,18.56717325,4,4,18.56717325,5,140.2329786,0,green
59:22.6,5,5,24.0675011,5,5,24.0675011,6,147.9694089,0,green
59:22.7,4,4,25.52148574,4,4,25.52148574,6,119.0355474,0,green
59:22.8,5,5,11.55175116,5,5,11.55175116,6,97.34285328,0,green
59:22.8,4,4,50.5167765,4,4,50.5167765,5,53.30413337,0,green
59:22.9,5,5,46.45442853,5,5,46.45442853,6,60.75828103,1,green
59:23.0,5,5,40.50288076,5,5,40.50288076,6,86.86726087,0,green
59:23.1,5,5,63.29997501,5,5,63.29997501,6,77.96949267,0,green
59:23.2,5,5,45.42396371,5,5,45.42396371,6,94.64729035,0,green
59:23.3,5,5,21.41839001,5,5,21.41839001,6,115.9307238,0,green
,,,,,,,,,,
